16:17:21.749 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.io.FileNotFoundException
16:17:21.752 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.doc.XWikiAttachmentContent.getContentInputStream(XWikiAttachmentContent:244)
16:17:21.752 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.doc.XWikiAttachmentContent
16:17:21.752 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
16:17:23.200 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.fileupload.disk.DiskFileItem
16:17:23.201 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.doc.XWikiAttachmentContent
16:17:23.209 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 585.
16:17:48.020 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
16:17:48.032 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
16:17:48.041 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
16:17:48.049 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
16:17:48.479 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
16:17:54.095 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.096 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.096 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.096 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.104 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.105 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.105 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.138 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.146 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.146 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.147 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.153 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.154 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.221 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.222 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.222 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.235 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.236 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.236 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.256 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.286 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.286 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.287 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.294 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.315 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.327 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:54.363 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.5
16:17:54.363 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 6 seconds
16:17:54.363 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
