04:48:39.025 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MaxIterationsExceededException
04:48:39.027 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.special.Erf.erf(Erf:56)
04:48:39.028 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.special.Erf
04:48:39.028 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:48:39.474 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Gamma
04:48:39.475 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Erf
04:48:39.493 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
04:48:40.218 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:48:40.226 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:48:40.234 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:48:40.240 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:48:40.366 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
04:48:40.815 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 3 fitness evolutions and 0 second: 1.5
04:48:44.675 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.683 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.684 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.688 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.689 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.697 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.707 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.714 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.715 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.719 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.721 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.726 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.729 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.739 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.741 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.743 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.752 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.787 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.788 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.789 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.789 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.790 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.791 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.792 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.797 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.801 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.802 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.803 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.805 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.807 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.813 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.824 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.836 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.838 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.839 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.870 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:44.880 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
04:48:44.880 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 4 seconds
04:48:44.880 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:48:46.171 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:46.171 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:46.557 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:46.560 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.387 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.389 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.394 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.395 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.668 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.670 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.969 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.971 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.977 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.978 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.991 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:49.615 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:49.616 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:49.880 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:49.882 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.158 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.175 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.176 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.177 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.179 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.180 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.181 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.181 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.185 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.189 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.189 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:51.196 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
