09:28:28.198 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.Exception
09:28:28.205 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.plugin.scheduler.AbstractJob.execute(AbstractJob:71)
09:28:28.205 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.plugin.scheduler.AbstractJob
09:28:28.205 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
09:28:29.344 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 583.
09:29:08.188 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
09:29:08.204 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
09:29:08.212 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
09:29:08.239 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
09:29:11.447 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 3 second: 4.5
09:29:11.840 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
09:29:11.840 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 3 seconds
09:29:11.840 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
09:29:13.657 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 100
09:29:14.534 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 150
09:29:15.488 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 200
09:29:15.903 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 250
09:29:16.349 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 300
09:29:16.650 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 350
09:29:16.925 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 400
09:29:17.449 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 450
09:29:17.828 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 500
09:29:18.513 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 550
09:29:19.252 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 600
09:29:19.528 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 650
09:29:20.106 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 700
09:29:21.522 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 750
09:29:22.064 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 800
09:29:22.565 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 850
09:29:23.884 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 900
09:29:24.905 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 950
09:29:25.461 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:25.463 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:25.613 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:25.614 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:25.614 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:25.614 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:25.614 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:25.619 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:25.655 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 1000
09:29:25.907 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:25.907 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.097 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.101 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.150 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.179 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.179 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.179 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.179 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.305 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.305 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.400 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 1050
09:29:26.443 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.444 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.448 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.448 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.755 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:26.756 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.129 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.130 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.161 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.161 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.169 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.172 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.175 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.175 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.176 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.176 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.176 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.177 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.187 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.192 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.195 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.197 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.197 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.257 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.258 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.258 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.258 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.287 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.287 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.287 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.287 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.292 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.294 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.296 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.325 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 1100
09:29:27.332 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.333 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.346 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.346 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.482 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.482 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.484 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.487 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.487 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.492 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.492 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.598 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.599 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.603 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.608 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.608 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.676 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.676 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.716 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.716 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.748 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.748 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.748 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.748 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.749 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.749 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.754 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.754 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.760 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.761 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.767 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.767 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.776 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.777 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.779 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.779 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.790 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.801 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.810 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:29:27.810 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
