09:04:48.000 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.hibernate.QueryParameterException
09:04:48.003 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor.createHibernateQuery(HqlQueryExecutor:221)
09:04:48.003 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:04:48.004 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
09:04:50.284 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.engine.query.ParameterMetadata
09:04:50.285 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.engine.query.ParameterMetadata
09:04:50.285 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.impl.AbstractQueryImpl
09:04:50.285 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.impl.AbstractQueryImpl
09:04:50.285 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:04:50.285 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:04:50.286 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:04:50.306 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
09:05:10.784 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
09:05:10.794 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
09:05:10.801 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
09:05:10.810 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
09:05:12.142 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 7.5
09:05:13.821 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:05:13.821 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:05:13.822 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:05:13.846 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:05:13.853 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:05:13.899 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:05:13.900 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:05:13.900 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:05:13.912 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:05:13.913 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
