16:16:03.066 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.io.FileNotFoundException
16:16:03.068 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.doc.XWikiAttachmentContent.getContentInputStream(XWikiAttachmentContent:244)
16:16:03.069 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.doc.XWikiAttachmentContent
16:16:03.069 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
16:16:04.614 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.fileupload.disk.DiskFileItem
16:16:04.615 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.doc.XWikiAttachmentContent
16:16:04.623 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 585.
16:16:29.811 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
16:16:29.839 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
16:16:29.855 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
16:16:29.871 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
16:16:35.944 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 6 second: 2.9583333333333335
16:16:35.948 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 2 fitness evolutions and 6 second: 2.5
16:16:37.111 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.112 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.112 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.118 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.389 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.389 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.390 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.390 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.395 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.396 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.415 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.417 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.417 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.449 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.449 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.453 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.457 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.460 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.501 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.502 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.548 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.5
16:16:37.549 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 7 seconds
16:16:37.549 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
16:16:37.899 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.899 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.907 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:37.909 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.358 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.359 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.364 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.366 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.379 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.379 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.384 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.385 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.573 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: javax/servlet/ReadListener
16:16:38.598 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.598 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.601 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.601 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.652 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.653 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.658 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.658 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.665 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.666 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.670 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.670 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.678 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.678 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.710 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.711 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.715 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.715 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.757 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.758 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.769 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.770 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.813 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:38.813 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:39.028 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:39.029 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:39.034 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:39.037 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:39.037 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:39.042 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:39.043 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
