10:17:45.062 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.IllegalArgumentException
10:17:45.065 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.joda.time.Partial.with(Partial:466)
10:17:45.065 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.joda.time.Partial
10:17:45.065 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
10:17:45.977 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.Partial
10:17:45.980 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.Partial
10:17:46.142 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 5.
10:17:48.974 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
10:17:48.991 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
10:17:49.001 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
10:17:49.009 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
10:17:49.473 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.6666666666666665
10:17:49.484 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 2 fitness evolutions and 0 second: 2.333333333333333
10:17:49.501 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 5 fitness evolutions and 0 second: 1.5
10:17:50.492 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
10:17:50.493 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 1 seconds
10:17:50.493 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
10:17:51.258 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
10:17:51.726 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 150
10:17:52.332 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 200
10:17:52.854 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 250
10:17:53.384 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 300
10:17:53.796 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 350
10:17:54.446 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 400
10:17:54.709 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.884 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.885 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.885 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.885 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.886 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.915 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.964 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 450
10:17:54.968 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.969 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.975 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.975 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.984 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.985 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.990 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.990 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:54.998 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.252 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.255 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.257 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.258 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.268 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.272 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.279 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.282 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.284 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.304 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.310 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.315 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.318 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.320 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.436 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.437 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.437 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.439 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.440 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.538 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 500
10:17:55.553 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.553 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.578 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.579 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.586 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.587 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.698 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.714 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.744 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.745 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.782 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.783 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.792 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.792 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.794 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.795 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.795 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.804 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.805 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.806 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.807 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.813 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.814 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.821 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.824 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.843 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.843 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.845 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.845 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.846 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.859 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.859 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.859 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.862 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.862 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.862 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.884 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.885 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.886 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.911 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.912 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.918 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.920 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.921 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.921 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.968 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.975 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 550
10:17:55.986 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.992 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:55.993 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.019 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.029 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.030 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.042 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.042 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.082 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.103 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.103 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.108 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.108 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.127 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.128 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.132 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.133 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.136 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.136 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.139 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.139 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.142 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:17:56.143 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
