04:28:20.803 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.StringIndexOutOfBoundsException
04:28:20.806 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.lang.BooleanUtils.toBoolean(BooleanUtils:686)
04:28:20.806 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.lang.BooleanUtils
04:28:20.806 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:28:21.407 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.lang.BooleanUtils
04:28:21.428 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 4.
04:28:22.391 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:28:22.400 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:28:22.411 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:28:22.418 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:28:22.581 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 1.4945054945054945
04:28:22.621 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 9 fitness evolutions and 0 second: 1.4545454545454546
04:28:22.891 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.4545454545454546
04:28:22.891 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.4545454545454546. PT: 0 seconds
04:28:22.892 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:28:23.208 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.4545454545454546 | 100
04:28:23.460 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.4545454545454546 | 150
04:28:23.800 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.4545454545454546 | 200
04:28:24.116 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.4545454545454546 | 250
04:28:24.441 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.4545454545454546 | 300
