12:19:36.044 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.ClassCastException
12:19:36.047 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.internal.mandatory.XWikiPreferencesDocumentInitializer.updateDocument(XWikiPreferencesDocumentInitializer:200)
12:19:36.047 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.internal.mandatory.XWikiPreferencesDocumentInitializer
12:19:36.047 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
12:19:37.284 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 586.
12:20:00.517 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
12:20:00.528 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
12:20:00.535 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
12:20:00.541 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
12:20:02.846 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 2 second: 4.5
12:20:03.644 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.645 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.645 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.645 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.691 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.691 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.691 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.692 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.693 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.694 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.694 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.703 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.703 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.705 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.705 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.732 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.739 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.741 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.746 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
12:20:03.746 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
