04:51:01.769 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MaxIterationsExceededException
04:51:01.772 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.special.Erf.erf(Erf:56)
04:51:01.772 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.special.Erf
04:51:01.773 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:51:02.215 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Gamma
04:51:02.217 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Erf
04:51:02.241 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
04:51:02.963 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:51:02.972 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:51:02.981 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:51:02.988 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:51:03.140 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
04:51:03.526 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 4 fitness evolutions and 0 second: 1.5
04:51:08.476 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.482 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.500 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.501 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.502 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.503 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.522 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.524 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.538 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.552 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.566 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.580 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.589 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.591 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.600 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.605 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.619 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.621 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.630 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.635 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.659 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.664 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.666 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.666 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.667 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.709 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.710 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.711 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.712 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.759 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.768 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
04:51:08.769 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 5 seconds
04:51:08.769 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:51:09.272 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:10.072 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:10.073 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:10.836 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:10.838 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:12.021 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:12.509 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:12.786 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:13.034 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:13.035 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:13.273 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:13.274 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:13.519 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:13.520 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:14.019 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:14.020 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:14.343 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:14.344 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.092 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.100 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.103 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.118 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.119 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.120 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.125 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.127 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.128 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.131 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.132 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.133 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.139 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.140 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.159 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.179 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.180 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.198 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
