08:06:52.341 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.UnsupportedOperationException
08:06:52.344 [main] WARN  eu.stamp.botsing.StackTrace - Missing line in frame 7
08:06:52.345 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.handler.NullResultGuardian.handle(NullResultGuardian:29)
08:06:52.345 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.handler.NullResultGuardian
08:06:52.346 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
08:06:52.855 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.invocation.InvocationMatcher
08:06:52.856 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
08:06:52.857 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.NullResultGuardian
08:06:52.887 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
08:06:53.996 [main] ERROR e.s.b.reproduction.CrashReproduction - Error in target initialization:
08:06:54.007 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
08:06:54.016 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
08:06:54.023 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
08:06:54.805 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 3.5
08:06:55.293 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 3.5
08:06:55.293 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 3.5. PT: 1 seconds
08:06:55.294 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
08:06:55.603 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 72 fitness evolutions and 1 second: 2.5
08:06:55.978 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.044 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 100
08:06:56.044 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 2 seconds
08:06:56.329 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.330 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.341 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.429 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.430 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.431 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 150
08:06:56.629 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.631 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.631 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.632 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.635 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.639 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.640 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.651 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.651 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.662 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.662 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:56.695 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
