09:10:41.081 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.hibernate.QueryParameterException
09:10:41.084 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.XWikiHibernateBaseStore.execute(XWikiHibernateBaseStore:1334)
09:10:41.084 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.XWikiHibernateBaseStore
09:10:41.085 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
09:10:44.728 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.engine.query.ParameterMetadata
09:10:44.729 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.engine.query.ParameterMetadata
09:10:44.729 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.impl.AbstractQueryImpl
09:10:44.729 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.impl.AbstractQueryImpl
09:10:44.730 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:10:44.731 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:10:44.732 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:10:44.732 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor$1
09:10:44.732 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor$1
09:10:44.732 [main] WARN  e.s.botsing.graphs.cfg.CFGGenerator - Could not find the cfg of class com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor$1, method doInHibernate, and line number 178.
09:10:44.733 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Frame level 9 is an irrelevant frame. We do not count it in the InterProcedural graph
09:10:44.734 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.XWikiHibernateBaseStore
09:10:44.780 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
09:10:56.866 [main] INFO  org.hibernate.cfg.Environment - Hibernate 3.6.9.Final
09:10:56.869 [main] INFO  org.hibernate.cfg.Environment - hibernate.properties not found
09:10:56.875 [main] INFO  org.hibernate.cfg.Environment - Bytecode provider name : javassist
09:10:56.877 [main] INFO  org.hibernate.cfg.Environment - using JDK 1.4 java.sql.Timestamp handling
09:11:07.328 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
09:11:07.337 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
09:11:07.345 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
09:11:07.352 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
09:11:08.097 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 10.5
09:11:10.377 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:11:10.381 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:11:10.426 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:11:10.437 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:11:10.437 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:11:10.438 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:11:10.443 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:11:10.455 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:11:10.464 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:11:10.479 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:11:10.518 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:11:10.518 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
