04:48:32.213 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MaxIterationsExceededException
04:48:32.215 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.distribution.NormalDistributionImpl.cumulativeProbability(NormalDistributionImpl:109)
04:48:32.215 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.distribution.NormalDistributionImpl
04:48:32.216 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:48:32.736 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Gamma
04:48:32.738 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Erf
04:48:32.739 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.distribution.NormalDistributionImpl
04:48:32.769 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
04:48:33.471 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:48:33.479 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:48:33.487 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:48:33.494 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:48:33.647 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 3.5
04:48:34.039 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 4 fitness evolutions and 0 second: 1.5
04:48:37.301 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.312 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.321 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.387 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.389 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.396 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.399 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.410 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.413 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.414 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.416 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.418 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.419 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.424 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.425 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.436 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.440 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.446 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.454 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.455 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.464 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.469 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.470 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.478 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.500 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.501 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.524 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:37.542 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
04:48:37.542 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 4 seconds
04:48:37.542 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:48:37.816 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:38.043 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:38.043 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:38.294 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:38.543 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:38.544 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.049 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.050 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.079 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.126 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.133 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.134 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.134 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.139 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.139 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.143 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.143 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.144 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.146 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.147 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.150 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.152 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.156 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.160 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.161 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.216 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.216 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.216 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.218 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.218 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.220 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.221 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.221 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.241 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.241 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.242 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.243 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.249 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.249 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.249 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.250 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.250 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.250 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.262 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.262 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.274 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.274 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:42.276 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
04:48:43.123 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:43.992 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:43.995 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:45.708 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:46.201 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:46.202 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:46.707 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:46.951 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:46.952 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:47.269 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:47.270 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:47.270 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:47.583 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:47.583 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:47.584 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:47.844 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:47.845 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:47.845 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.091 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:48.092 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
