21:10:34.201 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.exception.NotStrictlyPositiveException
21:10:34.205 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.optimization.direct.BaseAbstractVectorialOptimizer.computeObjectiveValue(BaseAbstractVectorialOptimizer:107)
21:10:34.205 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.optimization.direct.BaseAbstractVectorialOptimizer
21:10:34.205 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
21:10:34.560 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
21:10:36.182 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
21:10:36.190 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
21:10:36.208 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
21:10:36.214 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
21:10:36.734 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 4.5
21:10:37.833 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
21:10:37.833 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 1 seconds
21:10:37.833 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
21:10:37.897 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:37.899 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:38.444 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:38.444 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:38.444 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:38.444 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:38.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:38.893 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 100
21:10:39.110 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.110 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.172 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.174 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.185 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.186 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.343 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.349 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.354 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.394 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.416 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.416 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.416 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.416 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.443 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.444 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.444 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.449 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.470 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.505 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.506 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.554 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 150
21:10:39.563 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.564 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.582 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:39.582 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.644 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.644 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.649 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.649 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.659 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.666 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.667 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.688 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.688 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.709 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.709 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.733 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.733 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.733 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.734 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.735 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.736 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.737 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.743 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.751 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.751 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.769 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.769 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.769 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.773 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.773 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
21:10:44.774 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
