05:03:30.233 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.component.namespace.NamespaceNotAllowedException
05:03:30.236 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.job.AbstractJob.run(AbstractJob:189)
05:03:30.236 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.job.AbstractJob
05:03:30.236 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
05:03:33.324 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
05:03:33.328 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
05:03:33.332 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
05:03:33.332 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
05:03:33.333 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
05:03:33.333 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
05:03:33.334 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.InstallPlanJob
05:03:33.334 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
05:03:33.335 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
05:03:33.335 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.InstallJob
05:03:33.337 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
05:03:33.337 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
05:03:33.337 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.platform.wiki.creationjob.internal.ExtensionInstaller
05:03:33.338 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.platform.wiki.creationjob.internal.steps.ProvisionWikiStep
05:03:33.339 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.platform.wiki.creationjob.internal.WikiCreationJob
05:03:33.340 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
05:03:33.340 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
05:03:33.475 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
05:03:50.717 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
05:03:50.726 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
05:03:50.734 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
05:03:50.742 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
05:03:54.502 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 3 second: 17.5
05:03:54.989 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 17.5
05:03:54.990 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 17.5. PT: 4 seconds
05:03:54.990 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
05:03:59.931 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 17.5 | 100
05:04:01.317 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 17.5 | 150
05:04:01.889 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:01.890 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:02.546 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:02.547 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:02.550 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:02.592 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:02.653 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:02.726 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 17.5 | 200
05:04:03.073 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:03.074 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.714 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.715 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.760 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.760 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.787 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.787 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.812 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.830 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.831 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.831 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.922 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.923 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.923 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.923 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.927 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.936 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.936 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.936 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.936 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.956 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.957 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:08.957 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.025 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.026 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.026 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.026 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.026 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.033 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 17.5 | 250
05:04:09.094 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.094 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.261 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.261 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.621 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.621 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.789 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.790 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.840 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:09.840 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:14.994 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:14.995 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.140 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.140 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.222 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.224 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.496 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.508 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.526 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.526 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.652 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.658 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.659 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.660 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.660 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.673 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.673 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.674 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.677 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.677 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.685 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.685 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.687 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.690 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.701 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.701 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.705 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.705 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.716 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.816 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.817 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.817 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.817 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.817 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.817 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.818 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.827 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 17.5 | 300
05:04:20.939 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:20.939 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:26.241 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:26.241 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:26.272 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:26.272 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:26.327 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:26.328 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:26.793 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:26.793 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.075 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.078 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.084 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.084 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.122 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.122 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.122 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.128 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.128 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.129 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.133 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.133 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.135 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.150 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.151 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.174 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.174 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.174 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.174 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.241 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.242 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.244 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:27.285 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 17.5 | 350
05:04:32.665 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:32.665 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:33.457 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:33.457 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:33.489 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:33.490 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:38.583 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:38.583 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:43.599 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:43.600 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:43.683 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:43.684 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:43.772 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:43.772 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:43.793 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:43.793 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:44.128 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:44.128 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:44.345 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.384 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.385 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.491 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.494 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.519 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.530 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.530 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.531 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.538 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.538 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.538 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.543 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.544 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.545 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.558 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.558 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.567 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.567 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.576 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.579 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.579 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.579 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.581 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.593 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.594 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.616 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.618 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.619 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.619 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.621 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.621 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.621 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.623 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:04:49.678 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
