04:48:25.057 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MaxIterationsExceededException
04:48:25.060 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.special.Erf.erf(Erf:56)
04:48:25.060 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.special.Erf
04:48:25.060 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:48:25.542 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Gamma
04:48:25.543 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Erf
04:48:25.559 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
04:48:26.340 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:48:26.348 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:48:26.356 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:48:26.362 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:48:26.495 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 1.5
04:48:31.483 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.494 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.498 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.514 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.517 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.521 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.524 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.527 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.555 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
