04:47:11.989 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MaxIterationsExceededException
04:47:11.992 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.special.Erf.erf(Erf:56)
04:47:11.992 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.special.Erf
04:47:11.992 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:47:12.578 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Gamma
04:47:12.580 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Erf
04:47:12.596 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
04:47:13.534 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:47:13.543 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:47:13.551 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:47:13.556 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:47:14.137 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 1.5
04:47:20.861 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.866 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.868 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.869 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.876 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.893 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.916 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.917 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.920 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.921 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.923 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.930 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.932 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.933 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.935 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.936 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.942 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.943 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.946 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.947 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.950 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.962 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.967 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.968 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.981 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.982 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.984 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.985 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.987 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.991 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.991 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:20.994 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:21.020 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:21.023 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:21.025 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
