00:00:58.688 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.Exception
00:00:58.691 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.XWikiHibernateBaseStore.getXWikiContext(XWikiHibernateBaseStore:1498)
00:00:58.691 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.XWikiHibernateBaseStore
00:00:58.691 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
00:01:00.927 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.XWikiHibernateBaseStore
00:01:00.935 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 583.
00:01:10.715 [main] INFO  org.hibernate.cfg.Environment - Hibernate 3.6.9.Final
00:01:10.718 [main] INFO  org.hibernate.cfg.Environment - hibernate.properties not found
00:01:10.724 [main] INFO  org.hibernate.cfg.Environment - Bytecode provider name : javassist
00:01:11.323 [main] INFO  org.hibernate.cfg.Environment - using JDK 1.4 java.sql.Timestamp handling
00:01:25.121 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
00:01:25.134 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
00:01:25.142 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
00:01:25.148 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
00:01:25.948 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 1.8
00:01:26.424 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 3 fitness evolutions and 1 second: 1.5
00:01:27.670 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
00:01:27.670 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 2 seconds
00:01:27.670 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
00:01:28.446 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:01:29.573 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
00:01:29.906 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:01:30.041 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:01:30.937 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:01:31.389 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 150
00:01:31.567 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:01:31.938 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:01:31.950 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:01:32.380 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:01:32.381 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:01:32.381 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:01:32.443 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:01:32.448 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
