11:01:55.157 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.UnsupportedOperationException
11:01:55.161 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.joda.time.Period.withYears(Period:896)
11:01:55.161 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.joda.time.Period
11:01:55.161 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
11:01:56.573 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.PeriodType
11:01:56.574 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.Period
11:01:56.584 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 5.
11:01:58.208 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
11:01:58.217 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
11:01:58.225 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
11:01:58.232 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
11:01:58.527 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 1.5
11:01:59.546 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:59.586 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:59.737 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
11:01:59.738 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 1 seconds
11:01:59.738 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
11:02:00.490 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
11:02:01.060 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 150
11:02:01.623 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 200
11:02:02.314 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 250
11:02:02.349 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.368 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.372 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.375 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.383 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.393 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.403 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.407 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.415 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.417 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.422 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.438 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.443 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.449 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.459 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.464 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.601 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 300
11:02:02.609 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.612 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.623 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.636 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.639 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.652 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.654 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.672 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.675 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.681 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.689 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.691 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.720 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.864 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 350
11:02:02.875 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.880 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.883 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.894 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.901 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.904 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.922 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.928 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.933 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.936 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.942 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.957 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.962 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.965 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.980 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:02.984 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
