03:09:59.451 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.security.authorization.AuthorizationException
03:09:59.455 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.security.authorization.DefaultAuthorizationManager.getAccess(DefaultAuthorizationManager:218)
03:09:59.455 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.security.authorization.DefaultAuthorizationManager
03:09:59.456 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
03:10:00.958 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.security.authorization.cache.internal.DefaultSecurityCacheLoader
03:10:00.960 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.security.authorization.DefaultAuthorizationManager
03:10:00.960 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.security.authorization.DefaultAuthorizationManager
03:10:00.961 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.security.authorization.DefaultAuthorizationManager
03:10:00.961 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.security.authorization.DefaultAuthorizationManager
03:10:01.010 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 586.
03:10:09.070 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
03:10:09.790 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
03:10:09.822 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
03:10:09.831 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
03:10:10.613 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 5.916666666666666
03:10:10.728 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 4 fitness evolutions and 0 second: 2.9166666666666665
03:10:11.343 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.9166666666666665
03:10:11.344 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.9166666666666665. PT: 1 seconds
03:10:11.344 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
03:10:11.368 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:11.631 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:11.632 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:11.632 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:11.643 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:11.646 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:11.668 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:11.704 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:11.725 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:11.854 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:11.874 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 100
03:10:11.997 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:11.997 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:12.276 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:10:12.277 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
