04:41:10.978 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.component.namespace.NamespaceNotAllowedException
04:41:10.982 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.platform.wiki.creationjob.internal.ExtensionInstaller.installExtension(ExtensionInstaller:73)
04:41:10.982 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.platform.wiki.creationjob.internal.ExtensionInstaller
04:41:10.983 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:41:11.913 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
04:41:23.819 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:41:24.865 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:41:24.877 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:41:24.887 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:41:25.698 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 4.5
04:41:25.873 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:25.974 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:25.983 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:25.984 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:25.993 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.035 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.035 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.067 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.090 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.090 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.138 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.138 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.157 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.157 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.163 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.163 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.168 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.168 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.186 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.186 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.188 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.188 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.192 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.200 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.203 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.203 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.203 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:41:26.210 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
