06:54:39.881 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MathRuntimeException$4
06:54:39.885 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.ode.events.EventState.evaluateStep(EventState:218)
06:54:39.885 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.ode.events.EventState
06:54:39.885 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
06:54:41.188 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.MathRuntimeException
06:54:41.189 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.solvers.BrentSolver
06:54:41.190 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.ode.events.EventState
06:54:41.241 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
06:54:42.578 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
06:54:42.588 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
06:54:42.596 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
06:54:42.604 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
06:54:43.094 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 3.8333333333333335
06:54:44.633 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:54:44.648 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:54:44.649 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:54:44.663 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:54:44.673 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:54:44.677 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:54:44.680 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:54:44.681 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:54:44.692 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:54:44.857 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:54:44.871 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:54:44.873 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
