08:57:26.897 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.mockito.exceptions.base.MockitoException
08:57:26.899 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.creation.cglib.MethodInterceptorFilter.intercept(MethodInterceptorFilter:59)
08:57:26.900 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.creation.cglib.MethodInterceptorFilter
08:57:26.900 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
08:57:28.056 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.exceptions.Reporter
08:57:28.057 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.invocation.InvocationImpl
08:57:28.058 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.stubbing.answers.CallsRealMethods
08:57:28.058 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
08:57:28.058 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.NullResultGuardian
08:57:28.058 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.InvocationNotifierHandler
08:57:28.058 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.creation.cglib.MethodInterceptorFilter
08:57:28.067 [main] WARN  e.s.b.c.g.c.BotsingRawControlFlowGraph - method cannotCallAbstractRealMethod()V does not have any exit point
08:57:28.088 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 4.
08:57:29.262 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
08:57:29.274 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
08:57:29.284 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
08:57:29.306 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
08:57:30.189 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 7.75
08:57:30.969 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 7.75
08:57:30.970 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 7.75. PT: 1 seconds
08:57:30.970 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
08:57:31.258 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.260 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.438 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.440 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.644 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.645 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.645 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.645 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.708 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.709 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.710 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.711 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.740 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.838 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.839 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.839 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.841 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.841 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:31.843 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 7.75 | 100
08:57:32.346 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:32.347 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:32.446 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:32.446 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:32.509 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:32.511 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:32.570 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:32.574 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:32.590 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:57:32.636 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
