05:48:25.772 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.exception.TooManyEvaluationsException
05:48:25.775 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.analysis.solvers.BaseSecantSolver.solve(BaseSecantSolver:117)
05:48:25.775 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.analysis.solvers.BaseSecantSolver
05:48:25.775 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
05:48:26.292 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver
05:48:26.293 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver
05:48:26.293 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.solvers.BaseSecantSolver
05:48:26.294 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver
05:48:26.294 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.solvers.BaseSecantSolver
05:48:26.324 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
05:48:27.658 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
05:48:27.667 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
05:48:27.676 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
05:48:27.682 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
05:48:28.033 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 5.5
05:48:28.549 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:48:28.550 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:48:28.550 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:48:28.563 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:48:28.594 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:48:28.600 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:48:28.638 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:48:28.848 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:48:28.848 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:48:28.964 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 5.5
05:48:28.964 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 5.5. PT: 1 seconds
05:48:28.964 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
05:48:29.055 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 56 fitness evolutions and 1 second: 3.5
