06:08:20.597 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.exception.NotStrictlyPositiveException
06:08:20.600 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.optimization.direct.BaseAbstractVectorialOptimizer.computeObjectiveValue(BaseAbstractVectorialOptimizer:107)
06:08:20.600 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.optimization.direct.BaseAbstractVectorialOptimizer
06:08:20.600 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
06:08:21.278 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.function.Gaussian$Parametric
06:08:21.279 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.function.Gaussian$Parametric
06:08:21.280 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.optimization.fitting.CurveFitter$TheoreticalValuesFunction
06:08:21.280 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.optimization.direct.BaseAbstractVectorialOptimizer
06:08:21.304 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
06:08:22.634 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
06:08:22.644 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
06:08:22.653 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
06:08:22.661 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
06:08:23.293 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 4.5
06:08:24.113 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
06:08:24.114 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 1 seconds
06:08:24.114 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
06:08:24.668 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 100
06:08:24.723 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:24.724 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:24.854 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:24.855 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:24.855 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:24.855 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:24.939 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:24.977 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 150
06:08:25.009 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.009 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.009 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.028 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.029 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.034 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.035 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.090 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.091 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.100 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.101 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.172 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.174 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.175 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.177 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.177 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.181 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.183 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.198 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.205 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.206 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.273 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.274 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.275 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.275 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.276 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.276 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.276 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.283 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.283 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.283 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.335 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.338 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.338 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.338 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.363 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 200
06:08:25.377 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.377 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.388 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.389 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.406 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.407 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.422 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:25.422 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.553 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.554 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.592 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.592 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.601 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.602 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.611 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.611 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.620 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.621 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.669 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.670 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.670 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.671 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.671 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.672 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.673 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.675 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.685 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.685 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.686 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.686 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.686 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.696 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.700 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.709 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.710 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.711 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.712 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.726 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.736 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.754 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.755 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.758 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.759 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.765 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.765 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.765 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.765 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.766 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.766 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.766 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.768 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.785 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.785 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.786 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.804 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.805 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.805 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.807 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.810 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 250
06:08:30.841 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.842 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.853 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.867 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.867 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.878 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.878 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.880 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.881 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.889 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.889 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.894 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.895 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.900 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.900 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.906 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.915 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.915 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.929 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.930 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.941 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.942 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.945 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.946 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.974 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.975 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.979 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:08:30.979 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
