15:47:01.848 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.hibernate.PropertyAccessException
15:47:01.853 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.extension.job.internal.InstallJob.runInternal(InstallJob:152)
15:47:01.853 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.extension.job.internal.InstallJob
15:47:01.853 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
15:47:03.392 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 568.
15:47:19.230 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
15:47:19.243 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
15:47:19.251 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
15:47:19.259 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
15:47:20.666 [main] ERROR e.s.b.f.t.f.StackTraceChromosomeFactory - Guided initialization failed. Please revise the target class and method!
15:47:20.667 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating the initial population. cause: Guided initialization failed. Please revise the target class and method!
15:47:21.280 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 2 second: 5.991404011461318
15:47:21.300 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 4 fitness evolutions and 2 second: 5.0
15:47:21.642 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 5.0
15:47:21.642 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 5.0. PT: 2 seconds
15:47:21.642 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
15:47:24.404 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.0 | 100
15:47:24.558 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:29.771 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:30.184 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.0 | 150
15:47:35.622 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:35.645 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:41.112 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:41.113 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:41.113 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:41.225 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:41.243 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.0 | 200
15:47:46.348 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:46.537 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:46.608 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:46.958 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.0 | 250
15:47:46.966 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:46.985 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:52.362 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.414 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.414 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.414 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.416 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.421 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.434 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.474 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.476 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.484 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.520 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.526 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.626 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.710 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.0 | 300
15:47:57.720 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.879 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.880 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.935 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.948 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:47:57.999 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
