15:32:45.003 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.util.NoSuchElementException
15:32:45.007 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.rendering.listener.chaining.AbstractChainingListener.endFormat(AbstractChainingListener:290)
15:32:45.007 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.rendering.listener.chaining.AbstractChainingListener
15:32:45.007 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
15:32:46.673 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.rendering.listener.chaining.EmptyBlockChainingListener
15:32:46.674 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.rendering.listener.chaining.EmptyBlockChainingListener
15:32:46.674 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.rendering.listener.chaining.AbstractChainingListener
15:32:46.675 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.rendering.listener.chaining.BlockStateChainingListener
15:32:46.675 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.rendering.listener.chaining.AbstractChainingListener
15:32:46.683 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 589.
15:32:56.215 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
15:32:56.224 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
15:32:56.232 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
15:32:56.238 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
15:32:57.226 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 5.5
15:32:57.704 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 5.5
15:32:57.705 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 5.5. PT: 1 seconds
15:32:57.705 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
15:32:58.246 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:58.248 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:58.513 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.5 | 100
15:32:58.849 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.5 | 150
15:32:58.877 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:58.877 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.015 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.5 | 200
15:32:59.183 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.5 | 250
15:32:59.350 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.5 | 300
15:32:59.446 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.446 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.522 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.523 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.524 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.536 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.544 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.5 | 350
15:32:59.563 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.563 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.580 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.580 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.602 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.603 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.627 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.628 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.629 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.629 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.636 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.637 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.637 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.638 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.639 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.643 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.644 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.644 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.645 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.646 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.656 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.662 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.5 | 400
15:32:59.680 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.680 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.692 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.694 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.694 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.696 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.696 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.697 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.698 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.701 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.701 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.725 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.725 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.739 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.739 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.741 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.741 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.747 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.747 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.748 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:32:59.748 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
