00:14:31.154 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.Exception
00:14:31.157 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.XWikiHibernateBaseStore.cleanUp(XWikiHibernateBaseStore:1137)
00:14:31.157 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.XWikiHibernateBaseStore
00:14:31.157 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
00:14:37.585 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.XWikiHibernateBaseStore
00:14:37.586 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.XWikiHibernateBaseStore
00:14:37.637 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 583.
00:15:07.559 [main] INFO  org.hibernate.cfg.Environment - Hibernate 3.6.9.Final
00:15:08.779 [main] INFO  org.hibernate.cfg.Environment - hibernate.properties not found
00:15:08.840 [main] INFO  org.hibernate.cfg.Environment - Bytecode provider name : javassist
00:15:08.842 [main] INFO  org.hibernate.cfg.Environment - using JDK 1.4 java.sql.Timestamp handling
00:15:54.071 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
00:15:54.081 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
00:15:54.089 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
00:15:54.096 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
00:15:58.196 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 4 second: 2.5
00:15:58.356 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 3 fitness evolutions and 4 second: 1.5
00:16:05.070 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
00:16:05.071 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 10 seconds
00:16:05.071 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
00:16:07.139 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:08.442 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
00:16:09.444 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:11.989 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:12.236 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:12.410 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:12.906 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:12.906 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:13.005 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:13.200 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 150
00:16:13.355 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:13.383 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:13.405 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:13.406 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:13.439 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:14.390 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:14.405 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:14.455 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:14.456 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:15.087 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:15.151 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:16.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:16.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:16.840 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:16.842 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:16.975 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:16.994 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.075 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.079 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.083 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.087 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.101 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.113 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.133 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.158 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.160 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.165 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.166 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.197 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.197 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.262 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 200
00:16:17.308 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.309 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.539 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.539 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.603 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.674 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.739 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.740 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.762 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.800 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.800 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.876 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.907 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.908 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.925 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.934 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:16:17.935 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
