03:35:28.448 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.NullPointerException
03:35:28.451 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool.toStringEquals(ArgumentMatchingTool:48)
03:35:28.451 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool
03:35:28.451 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
03:35:28.906 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool
03:35:28.906 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool
03:35:28.906 [main] WARN  e.s.botsing.graphs.cfg.CFGGenerator - Could not find the cfg of class org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool, method getSuspiciouslyNotMatchingArgsIndexes, and line number 28.
03:35:28.907 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Found 2 candidates to repair the stack trace line number
03:35:28.907 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - detect_missing_line option is enabled.We will make a link beetween each of the lin
03:35:28.934 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Selected candidate is in line 30 of method getSuspiciouslyNotMatchingArgsIndexes(Ljava/util/List;[Ljava/lang/Object;)[Ljava/lang/Integer;
03:35:28.949 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
03:35:30.798 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
03:35:30.837 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
03:35:30.860 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
03:35:30.866 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
03:35:31.286 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.8
03:35:31.371 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.474 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.507 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.553 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.553 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.554 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.566 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.566 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.567 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.783 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.842 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.842 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.885 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.938 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.939 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.939 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.939 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.957 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.957 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.957 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.959 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:31.967 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
03:35:32.040 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.8
03:35:32.040 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.8. PT: 1 seconds
03:35:32.041 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
03:35:32.107 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
