04:48:33.471 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MaxIterationsExceededException
04:48:33.474 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.special.Erf.erf(Erf:56)
04:48:33.474 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.special.Erf
04:48:33.474 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:48:33.900 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Gamma
04:48:33.901 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Erf
04:48:33.920 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
04:48:34.709 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:48:34.718 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:48:34.726 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:48:34.733 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:48:34.879 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
04:48:35.244 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 2 fitness evolutions and 0 second: 1.5
04:48:39.088 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.093 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.094 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.096 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.097 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.097 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.099 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.109 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.112 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.113 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.115 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.118 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.124 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.135 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:39.143 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
