15:33:44.365 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.hibernate.QueryParameterException
15:33:44.369 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor.createHibernateQuery(HqlQueryExecutor:221)
15:33:44.369 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
15:33:44.369 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
15:33:45.863 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
15:34:14.304 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
15:34:14.315 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
15:34:14.335 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
15:34:14.342 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
15:34:15.108 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 5.666666666666666
15:34:17.434 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 14 fitness evolutions and 3 second: 4.5
15:34:22.101 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
15:34:22.102 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 7 seconds
15:34:22.102 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
15:34:22.146 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:22.838 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:22.861 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:25.164 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:27.895 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:27.912 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:27.949 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:28.352 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 100
15:34:28.366 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:28.980 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:29.968 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:30.011 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:30.036 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:30.287 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:30.903 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:32.114 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:32.333 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:32.980 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:33.602 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:33.603 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:33.636 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:33.702 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:33.703 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:33.703 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:33.703 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:33.742 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 150
15:34:33.798 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
15:34:33.865 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
